,Location,Value,Title,Category,company,longitude,latitude
0,UNSW,28,Sales Manager,Where they studied,Oracle,151.227939,-33.917226
1,University of Technology Sydney,22,Sales Manager,Where they studied,Oracle,151.200549,-33.883964
2,RMIT University,19,Sales Manager,Where they studied,Oracle,144.9639,-37.8083
3,Monash University,18,Sales Manager,Where they studied,Oracle,145.133607,-37.91063
4,University of Sydney,17,Sales Manager,Where they studied,Oracle,151.1868,-33.8884
5,Swinburne University of Technology,16,Sales Manager,Where they studied,Oracle,110.357014,1.532147
6,Macquarie University,15,Sales Manager,Where they studied,Oracle,151.112474,-33.7750065
7,UNSW,13,Sales Manager,Where they studied,Oracle,151.227939,-33.917226
8,TAFE NSW,13,Sales Manager,Where they studied,Oracle,151.199666,-33.882324
9,Deakin University,11,Sales Manager,Where they studied,Oracle,145.114309,-37.846971
10,Western Sydney University,11,Sales Manager,Where they studied,Oracle,151.189728,-33.889192
11,Victoria University,11,Sales Manager,Where they studied,Oracle,144.899006,-37.7993545
12,Griffith University,9,Sales Manager,Where they studied,Oracle,153.0593735,-27.549348
13,University of Melbourne,9,Sales Manager,Where they studied,Oracle,144.9628925,-37.798269
14,Curtin University,9,Sales Manager,Where they studied,Oracle,114.017186,4.51234
0,Management,295,Sales Manager,What they are skilled at,Oracle,,
1,Business Development,282,Sales Manager,What they are skilled at,Oracle,,
2,Sales,253,Sales Manager,What they are skilled at,Oracle,,
3,Customer Relationship Management (CRM),251,Sales Manager,What they are skilled at,Oracle,,
4,Solution Selling,249,Sales Manager,What they are skilled at,Oracle,,
5,Account Management,248,Sales Manager,What they are skilled at,Oracle,,
6,Cloud Computing,246,Sales Manager,What they are skilled at,Oracle,,
7,Software as a Service (SaaS),223,Sales Manager,What they are skilled at,Oracle,,
8,Strategy,217,Sales Manager,What they are skilled at,Oracle,,
9,Enterprise Software,211,Sales Manager,What they are skilled at,Oracle,,
10,Leadership,201,Sales Manager,What they are skilled at,Oracle,,
11,Presales,195,Sales Manager,What they are skilled at,Oracle,,
12,Project Management,168,Sales Manager,What they are skilled at,Oracle,,
13,Sales Management,164,Sales Manager,What they are skilled at,Oracle,,
14,Business Strategy,151,Sales Manager,What they are skilled at,Oracle,,
0,Business Administration and Management,57,Sales Manager,What they studied,Oracle,,
1,Marketing,49,Sales Manager,What they studied,Oracle,,
2,Information Technology,40,Sales Manager,What they studied,Oracle,,
3,Business/Commerce,38,Sales Manager,What they studied,Oracle,,
4,Computer Science,28,Sales Manager,What they studied,Oracle,,
5,Finance,23,Sales Manager,What they studied,Oracle,,
6,Computational Science,22,Sales Manager,What they studied,Oracle,,
7,Mathematics,21,Sales Manager,What they studied,Oracle,,
8,Economics,20,Sales Manager,What they studied,Oracle,,
9,Computer and Information Sciences,17,Sales Manager,What they studied,Oracle,,
10,Accounting,16,Sales Manager,What they studied,Oracle,,
11,International Business,16,Sales Manager,What they studied,Oracle,,
12,Human Resources Management,14,Sales Manager,What they studied,Oracle,,
13,English Language and Literature,10,Sales Manager,What they studied,Oracle,,
14,Accounting and Finance,10,Sales Manager,What they studied,Oracle,,
0,Australia,511,Sales Manager,Where they live,Myer,,
1,"Victoria, Australia",214,Sales Manager,Where they live,Myer,,
2,Greater Melbourne Area,198,Sales Manager,Where they live,Myer,,
3,"Melbourne, VIC",193,Sales Manager,Where they live,Myer,,
4,"New South Wales, Australia",125,Sales Manager,Where they live,Myer,,
5,Greater Sydney Area,115,Sales Manager,Where they live,Myer,,
6,"Sydney, NSW",111,Sales Manager,Where they live,Myer,,
7,"Queensland, Australia",78,Sales Manager,Where they live,Myer,,
8,"Brisbane, QLD",52,Sales Manager,Where they live,Myer,,
9,Greater Brisbane Area,52,Sales Manager,Where they live,Myer,,
10,"Western Australia, Australia",35,Sales Manager,Where they live,Myer,,
11,"Perth, WA",34,Sales Manager,Where they live,Myer,,
12,Greater Perth Area,34,Sales Manager,Where they live,Myer,,
13,"South Australia, Australia",22,Sales Manager,Where they live,Myer,,
14,"Adelaide, SA",22,Sales Manager,Where they live,Myer,,
0,RMIT University,32,Sales Manager,Where they studied,Myer,144.9639,-37.8083
1,Swinburne University of Technology,17,Sales Manager,Where they studied,Myer,110.357014,1.532147
2,TAFE NSW,15,Sales Manager,Where they studied,Myer,151.199666,-33.882324
3,Deakin University,14,Sales Manager,Where they studied,Myer,145.114309,-37.846971
4,Victoria University,12,Sales Manager,Where they studied,Myer,144.899006,-37.7993545
5,Monash University,11,Sales Manager,Where they studied,Myer,145.133607,-37.91063
6,Macquarie University,11,Sales Manager,Where they studied,Myer,151.112474,-33.7750065
7,QUT (Queensland University of Technology),10,Sales Manager,Where they studied,Myer,153.027,-27.4773
8,University of Melbourne,10,Sales Manager,Where they studied,Myer,144.9628925,-37.798269
9,Griffith University,8,Sales Manager,Where they studied,Myer,153.0593735,-27.549348
10,The University of Queensland,7,Sales Manager,Where they studied,Myer,153.013225,-27.497473
11,UNSW,7,Sales Manager,Where they studied,Myer,151.227939,-33.917226
12,La Trobe University,6,Sales Manager,Where they studied,Myer,145.0482135,-37.7212385
13,Chisholm Institute,5,Sales Manager,Where they studied,Myer,145.343171,-38.042331
14,University of South Australia,5,Sales Manager,Where they studied,Myer,138.591758,-34.922619
0,Customer Service,233,Sales Manager,What they are skilled at,Myer,,
1,Sales,186,Sales Manager,What they are skilled at,Myer,,
2,Retail,162,Sales Manager,What they are skilled at,Myer,,
3,Management,134,Sales Manager,What they are skilled at,Myer,,
4,Time Management,115,Sales Manager,What they are skilled at,Myer,,
5,Teamwork,115,Sales Manager,What they are skilled at,Myer,,
6,Communication,111,Sales Manager,What they are skilled at,Myer,,
7,Leadership,110,Sales Manager,What they are skilled at,Myer,,
8,Team Leadership,101,Sales Manager,What they are skilled at,Myer,,
9,Merchandising,101,Sales Manager,What they are skilled at,Myer,,
10,Microsoft Office,94,Sales Manager,What they are skilled at,Myer,,
11,Retail Sales,92,Sales Manager,What they are skilled at,Myer,,
12,Visual Merchandising,90,Sales Manager,What they are skilled at,Myer,,
13,Microsoft Excel,78,Sales Manager,What they are skilled at,Myer,,
14,Sales Management,71,Sales Manager,What they are skilled at,Myer,,
0,Marketing,30,Sales Manager,What they studied,Myer,,
1,Business/Commerce,28,Sales Manager,What they studied,Myer,,
2,Business Administration and Management,16,Sales Manager,What they studied,Myer,,
3,Information Technology,14,Sales Manager,What they studied,Myer,,
4,Business Administration and Management,14,Sales Manager,What they studied,Myer,,
5,Fashion Design,12,Sales Manager,What they studied,Myer,,
6,Fashion,12,Sales Manager,What they studied,Myer,,
7,Psychology,10,Sales Manager,What they studied,Myer,,
8,Merchandising and Buying Operations,10,Sales Manager,What they studied,Myer,,
9,Accounting,9,Sales Manager,What they studied,Myer,,
10,Retail Management,8,Sales Manager,What they studied,Myer,,
11,Accounting,8,Sales Manager,What they studied,Myer,,
12,Human Resources Management,8,Sales Manager,What they studied,Myer,,
13,Communication and Media Studies,7,Sales Manager,What they studied,Myer,,
14,Physical Sciences,7,Sales Manager,What they studied,Myer,,
0,Australia,1164,Sales Manager,Where they live,Optus,,
1,"New South Wales, Australia",591,Sales Manager,Where they live,Optus,,
2,Greater Sydney Area,544,Sales Manager,Where they live,Optus,,
3,"Sydney, NSW",531,Sales Manager,Where they live,Optus,,
4,"Victoria, Australia",246,Sales Manager,Where they live,Optus,,
5,Greater Melbourne Area,235,Sales Manager,Where they live,Optus,,
6,"Melbourne, VIC",231,Sales Manager,Where they live,Optus,,
7,"Queensland, Australia",134,Sales Manager,Where they live,Optus,,
8,Greater Brisbane Area,107,Sales Manager,Where they live,Optus,,
9,"Brisbane, QLD",103,Sales Manager,Where they live,Optus,,
10,"South Australia, Australia",102,Sales Manager,Where they live,Optus,,
11,Greater Adelaide Area,99,Sales Manager,Where they live,Optus,,
12,"Adelaide, SA",98,Sales Manager,Where they live,Optus,,
13,"Western Australia, Australia",46,Sales Manager,Where they live,Optus,,
14,"Perth, WA",43,Sales Manager,Where they live,Optus,,
0,University of Technology Sydney,55,Sales Manager,Where they studied,Optus,151.200549,-33.883964
1,Macquarie University,49,Sales Manager,Where they studied,Optus,151.112474,-33.7750065
2,TAFE NSW,47,Sales Manager,Where they studied,Optus,151.199666,-33.882324
3,Western Sydney University,45,Sales Manager,Where they studied,Optus,151.189728,-33.889192
4,La Trobe University,41,Sales Manager,Where they studied,Optus,145.0482135,-37.7212385
5,University of Sydney,40,Sales Manager,Where they studied,Optus,151.1868,-33.8884
6,Monash University,40,Sales Manager,Where they studied,Optus,145.133607,-37.91063
7,UNSW,37,Sales Manager,Where they studied,Optus,151.227939,-33.917226
8,RMIT University,32,Sales Manager,Where they studied,Optus,144.9639,-37.8083
9,Deakin University,23,Sales Manager,Where they studied,Optus,145.114309,-37.846971
10,Griffith University,18,Sales Manager,Where they studied,Optus,153.0593735,-27.549348
11,The University of Queensland,17,Sales Manager,Where they studied,Optus,153.013225,-27.497473
12,Swinburne University of Technology,17,Sales Manager,Where they studied,Optus,110.357014,1.532147
13,QUT (Queensland University of Technology),15,Sales Manager,Where they studied,Optus,153.027,-27.4773
14,Australian Institute of Management,15,Sales Manager,Where they studied,Optus,115.802505,-31.947378
0,Management,546,Sales Manager,What they are skilled at,Optus,,
1,Sales,507,Sales Manager,What they are skilled at,Optus,,
2,Telecommunications,480,Sales Manager,What they are skilled at,Optus,,
3,Leadership,456,Sales Manager,What they are skilled at,Optus,,
4,Customer Service,449,Sales Manager,What they are skilled at,Optus,,
5,Team Leadership,415,Sales Manager,What they are skilled at,Optus,,
6,Account Management,350,Sales Manager,What they are skilled at,Optus,,
7,Customer Relationship Management (CRM),328,Sales Manager,What they are skilled at,Optus,,
8,Sales Management,328,Sales Manager,What they are skilled at,Optus,,
9,Customer Experience,325,Sales Manager,What they are skilled at,Optus,,
10,Business Development,303,Sales Manager,What they are skilled at,Optus,,
11,Communication,300,Sales Manager,What they are skilled at,Optus,,
12,Project Management,294,Sales Manager,What they are skilled at,Optus,,
13,Team Management,292,Sales Manager,What they are skilled at,Optus,,
14,Strategy,290,Sales Manager,What they are skilled at,Optus,,
0,Business Administration and Management,119,Sales Manager,What they studied,Optus,,
1,Marketing,113,Sales Manager,What they studied,Optus,,
2,Business/Commerce,80,Sales Manager,What they studied,Optus,,
3,Information Technology,46,Sales Manager,What they studied,Optus,,
4,Accounting,45,Sales Manager,What they studied,Optus,,
5,Electrical and Electronics Engineering,33,Sales Manager,What they studied,Optus,,
6,Economics,31,Sales Manager,What they studied,Optus,,
7,Business Administration and Management,30,Sales Manager,What they studied,Optus,,
8,Marketing,30,Sales Manager,What they studied,Optus,,
9,Computer Science,29,Sales Manager,What they studied,Optus,,
10,Accounting,29,Sales Manager,What they studied,Optus,,
11,Finance,28,Sales Manager,What they studied,Optus,,
12,Computational Science,25,Sales Manager,What they studied,Optus,,
13,Accounting and Finance,21,Sales Manager,What they studied,Optus,,
14,Human Resources Management,21,Sales Manager,What they studied,Optus,,
0,Australia,671,Sales Manager,Where they live,david-jones,,
1,"New South Wales, Australia",230,Sales Manager,Where they live,david-jones,,
2,"Victoria, Australia",226,Sales Manager,Where they live,david-jones,,
3,Greater Melbourne Area,219,Sales Manager,Where they live,david-jones,,
4,"Melbourne, VIC",215,Sales Manager,Where they live,david-jones,,
5,Greater Sydney Area,208,Sales Manager,Where they live,david-jones,,
6,"Sydney, NSW",201,Sales Manager,Where they live,david-jones,,
7,"Queensland, Australia",78,Sales Manager,Where they live,david-jones,,
8,Greater Brisbane Area,57,Sales Manager,Where they live,david-jones,,
9,"Western Australia, Australia",55,Sales Manager,Where they live,david-jones,,
10,"Brisbane, QLD",54,Sales Manager,Where they live,david-jones,,
11,"Perth, WA",53,Sales Manager,Where they live,david-jones,,
12,Greater Perth Area,53,Sales Manager,Where they live,david-jones,,
13,"South Australia, Australia",43,Sales Manager,Where they live,david-jones,,
14,"Adelaide, SA",42,Sales Manager,Where they live,david-jones,,
0,RMIT University,44,Sales Manager,Where they studied,david-jones,144.9639,-37.8083
1,TAFE NSW,31,Sales Manager,Where they studied,david-jones,151.199666,-33.882324
2,Swinburne University of Technology,24,Sales Manager,Where they studied,david-jones,110.357014,1.532147
3,Western Sydney University,19,Sales Manager,Where they studied,david-jones,151.189728,-33.889192
4,University of Technology Sydney,19,Sales Manager,Where they studied,david-jones,151.200549,-33.883964
5,Deakin University,17,Sales Manager,Where they studied,david-jones,145.114309,-37.846971
6,Macquarie University,17,Sales Manager,Where they studied,david-jones,151.112474,-33.7750065
7,Monash University,13,Sales Manager,Where they studied,david-jones,145.133607,-37.91063
8,UNSW,12,Sales Manager,Where they studied,david-jones,151.227939,-33.917226
9,Curtin University,11,Sales Manager,Where they studied,david-jones,114.017186,4.51234
10,Edith Cowan University,10,Sales Manager,Where they studied,david-jones,115.653393,-33.367732
